,Race,Alcohol,Junky,Supervised Release,Married,Felony,WorkRelease,Crime against Property,Crime against Person,Gender,Priors,YearsSchool,PrisonViolations,Age,MonthsServed,Target
3240,1,0,0,1,1,1,0,0,0,1,3,0,0,0,1,1
4913,0,0,0,1,1,0,0,0,0,1,0,1,2,0,1,0
2540,0,0,0,1,1,0,0,0,0,1,2,2,0,1,3,1
3439,1,0,0,0,1,1,0,0,0,1,2,3,0,0,1,0
3685,0,0,0,1,0,0,0,0,0,1,2,0,2,2,2,0
2260,0,0,1,1,1,0,0,0,0,0,0,3,2,0,2,1
2112,0,0,0,1,0,0,0,0,0,1,3,1,2,0,2,0
900,1,1,1,1,0,0,1,0,0,1,0,2,2,2,0,0
1446,1,0,0,1,0,1,0,0,1,1,0,1,0,1,3,1
4652,1,0,0,0,1,0,0,1,0,1,2,0,2,2,2,1
2697,0,1,0,1,0,0,0,1,0,1,3,1,2,1,2,1
2985,0,1,0,1,0,0,1,1,0,1,0,1,0,3,3,1
741,0,0,0,1,0,1,1,0,0,1,0,3,2,1,0,0
2293,0,0,0,1,1,0,0,0,0,1,0,3,0,0,3,1
2452,0,0,0,0,1,1,0,1,0,1,2,1,2,0,3,1
4103,1,0,0,1,1,0,0,0,1,1,0,1,2,3,2,1
4441,0,1,0,0,1,0,0,0,0,1,2,2,2,2,2,0
1206,1,1,1,1,1,0,1,0,0,1,2,1,0,2,0,1
509,1,0,0,0,1,0,1,0,1,1,0,2,0,1,1,1
4257,0,0,0,0,0,1,0,1,0,1,2,0,2,0,2,1
2759,0,0,0,1,1,0,0,0,0,1,2,0,2,2,1,1
2952,1,0,0,1,1,0,1,1,0,0,0,3,2,0,3,1
3491,0,0,0,1,1,1,0,0,1,1,0,0,0,1,3,1
1549,1,0,0,1,0,0,0,0,0,1,2,1,0,2,1,1
4837,1,0,0,1,1,0,0,0,0,0,2,2,2,1,2,0
2202,0,0,0,1,1,1,0,0,0,1,3,0,1,0,3,1
2566,0,0,0,1,0,0,0,0,1,1,1,1,2,3,2,1
2820,0,0,0,0,1,0,0,0,0,0,2,1,0,3,1,0
2044,0,0,0,1,1,0,0,0,0,1,2,1,0,1,3,0
767,1,0,0,1,1,1,0,1,0,1,2,1,2,2,3,0
4991,0,1,0,1,1,0,0,0,0,1,0,1,2,3,2,0
3940,1,1,0,1,0,0,1,0,0,1,2,1,0,0,1,1
421,0,1,1,1,1,1,0,1,0,1,1,2,0,1,3,1
123,1,0,0,1,1,1,0,1,0,1,0,2,0,0,3,0
4265,0,0,0,1,1,1,0,0,1,1,0,1,1,2,3,1
2767,0,0,0,1,1,1,0,1,0,1,2,0,0,2,3,1
819,1,0,0,1,0,0,1,0,0,1,2,2,0,3,1,1
1403,0,0,0,0,1,0,1,1,0,1,2,1,0,2,1,1
1382,0,0,0,1,1,1,0,1,0,1,2,1,1,2,1,1
2148,1,1,0,0,0,0,0,1,0,1,3,2,2,3,2,1
1575,0,1,1,1,1,1,0,1,0,1,2,0,0,2,1,1
1638,1,0,0,0,1,0,0,0,0,1,2,1,0,2,1,1
1795,1,0,0,1,1,1,0,1,0,0,2,1,2,3,0,0
4932,0,0,0,1,1,0,1,1,0,1,2,2,2,3,1,1
399,1,0,0,0,1,1,0,1,0,1,2,1,2,2,2,1
2310,1,0,0,1,0,0,1,0,0,1,2,3,2,1,1,0
882,0,0,0,1,1,1,1,0,0,1,0,3,2,0,2,0
5092,1,0,0,1,1,1,0,1,0,1,0,2,0,2,1,0
3053,1,0,0,0,1,1,0,0,0,1,2,3,0,1,1,0
1352,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
3107,0,1,0,1,0,0,1,0,0,1,2,1,2,0,1,0
4660,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1
2130,0,0,0,1,0,1,1,1,0,1,2,1,2,1,1,0
982,1,0,0,0,1,0,0,0,0,1,2,1,2,0,0,0
456,1,0,0,0,0,0,0,0,0,1,3,1,2,1,2,1
4251,1,0,1,1,1,0,0,0,0,1,2,3,2,0,1,0
1079,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0
1950,0,1,0,1,0,0,1,0,0,1,2,3,2,1,0,1
4421,0,0,0,1,1,1,1,1,0,0,0,1,1,1,3,0
689,0,1,1,0,1,0,1,0,0,1,3,1,2,1,2,0
2429,0,0,0,1,1,0,1,0,1,1,2,3,2,1,0,1
641,1,0,0,1,1,0,0,1,0,1,2,2,1,2,3,1
2392,0,0,0,0,0,0,1,0,1,1,0,1,2,3,0,0
1953,0,0,0,1,0,0,0,0,0,1,0,1,1,3,3,0
2895,1,0,0,1,1,0,0,1,0,1,2,2,1,0,1,1
4530,0,0,0,1,0,1,0,1,0,1,3,2,0,1,3,1
3620,1,0,0,1,1,0,0,0,0,1,2,1,2,1,2,0
2710,0,0,0,0,1,1,0,1,0,1,2,2,2,2,2,1
3515,1,0,0,1,0,0,0,1,0,1,0,1,1,0,3,1
4883,0,0,0,0,1,1,1,0,0,1,3,0,2,3,2,0
4066,0,0,0,1,1,1,1,0,1,1,0,1,2,1,1,0
1884,0,0,0,0,1,1,0,1,0,1,2,2,0,2,3,1
3649,1,0,0,0,1,0,0,1,0,1,1,3,2,3,0,1
389,0,0,0,1,1,0,1,0,0,1,0,2,2,3,0,1
2494,1,1,0,1,1,0,0,0,1,1,2,1,2,1,0,0
3289,1,0,0,1,1,1,1,1,0,0,3,1,2,1,2,0
3047,0,0,0,1,1,0,1,0,0,1,2,1,0,0,3,0
845,1,0,0,1,0,1,1,0,1,1,2,3,2,3,1,0
542,1,0,0,0,1,1,0,0,0,1,1,1,2,3,1,0
91,0,1,1,1,1,0,0,0,0,1,2,1,1,2,3,1
4819,1,1,0,1,1,0,1,0,0,1,0,2,2,3,3,0
1979,1,1,0,1,1,0,1,0,0,1,2,3,0,1,0,1
2962,0,0,0,1,1,0,0,0,1,1,0,1,2,0,0,0
5002,0,0,0,1,1,0,0,1,0,1,0,0,0,2,3,1
4727,1,0,0,1,1,0,1,1,0,1,2,3,0,1,1,0
2529,1,0,0,1,1,1,1,1,0,1,2,2,0,2,1,0
1676,0,0,0,1,1,0,0,0,0,1,2,3,0,2,3,0
1048,0,0,0,1,1,1,1,1,0,1,0,1,2,0,3,1
1960,0,1,0,1,1,1,0,0,0,1,0,3,2,1,0,1
2530,1,0,0,1,1,1,1,0,0,1,0,3,0,1,1,0
3911,1,0,0,1,0,1,0,0,1,1,1,2,2,3,3,0
237,0,1,0,1,0,0,0,1,0,1,3,1,2,1,2,1
3127,0,1,0,0,1,1,1,1,0,1,3,3,2,2,2,1
3676,1,0,0,0,1,1,0,1,0,1,2,3,0,2,2,1
1133,1,0,0,1,1,0,1,1,0,1,2,3,2,3,2,0
1805,1,0,0,1,0,0,1,1,0,1,0,0,2,3,1,1
4245,1,1,1,1,1,0,0,0,0,1,2,1,2,1,2,0
163,0,1,1,0,1,0,1,0,0,1,3,1,2,1,2,0
3680,1,0,0,1,1,0,0,0,0,1,3,2,2,1,2,1
4825,0,1,0,1,0,0,0,0,0,1,0,1,2,1,2,0
4588,1,0,0,1,1,1,1,0,0,1,2,1,0,0,3,0
3638,1,1,1,1,1,0,1,0,0,1,2,3,0,2,1,0
4481,0,0,0,1,1,0,0,1,0,0,2,2,2,0,2,0
3833,1,0,0,1,1,1,1,1,0,1,2,0,0,1,3,0
2001,1,0,0,1,1,0,0,0,0,0,2,2,2,1,0,0
1811,0,0,1,0,1,0,1,0,0,1,0,1,2,0,3,0
4187,1,1,1,1,1,0,1,1,0,1,2,3,0,0,3,1
3322,0,1,0,1,1,0,0,1,0,1,1,2,2,3,2,1
1428,1,0,0,1,1,0,0,1,0,1,3,0,2,2,2,1
3809,1,1,0,1,1,0,0,1,0,1,0,3,0,3,1,1
2949,0,1,0,1,1,1,0,1,0,1,2,3,2,0,1,0
3580,0,0,1,0,1,1,0,1,0,0,0,0,2,1,1,1
4570,1,0,0,1,1,0,1,1,0,0,2,3,2,3,0,1
4763,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1
2970,1,1,0,0,1,0,0,0,0,1,2,1,2,3,1,0
1452,1,0,0,1,1,0,0,0,0,1,2,1,2,2,0,0
593,1,1,0,1,0,0,1,0,1,1,2,3,2,3,0,0
2725,1,0,1,1,1,1,0,0,0,1,2,2,0,2,1,0
41,0,0,0,0,1,0,0,0,0,1,0,1,0,2,2,1
560,1,0,0,0,1,1,0,1,0,1,0,2,2,1,1,0
3094,0,0,0,0,1,0,1,1,0,0,0,3,2,0,0,0
3207,0,0,0,0,1,1,0,1,0,1,3,0,2,2,2,1
243,0,1,0,1,1,0,1,0,0,1,2,2,0,3,3,1
1339,0,0,0,1,1,0,0,0,0,1,2,3,2,1,2,0
4352,1,0,1,1,1,0,0,1,0,1,0,2,2,0,1,1
4437,0,0,0,1,1,0,0,0,1,1,0,3,0,0,2,0
4005,1,0,0,1,1,0,1,0,0,1,0,1,2,1,0,0
1442,0,0,0,1,1,1,0,1,0,1,0,0,2,2,1,1
261,1,1,1,1,1,1,0,1,0,1,2,2,1,2,3,1
4919,1,1,0,1,1,0,0,0,1,1,2,2,2,0,0,0
1689,1,0,0,1,1,1,1,1,0,1,0,2,2,0,3,1
1725,0,1,0,0,1,0,0,1,0,1,3,0,2,2,2,0
1203,0,0,0,1,1,1,1,0,1,1,0,2,2,3,0,0
834,1,0,0,1,0,0,0,0,0,0,0,1,2,1,2,1
1866,1,0,0,1,0,0,1,0,0,1,1,2,0,3,3,0
2496,0,0,0,1,1,1,0,1,0,0,2,2,2,2,1,0
3654,1,1,1,1,1,1,0,1,0,1,2,0,0,0,1,1
2010,1,0,1,1,0,1,1,0,0,1,2,1,0,2,3,0
2924,1,0,0,1,0,0,0,1,0,1,1,2,2,1,0,0
340,1,0,0,1,0,1,0,0,0,1,2,1,2,2,3,1
3150,0,0,1,1,1,0,1,0,0,0,0,1,2,1,1,1
1601,0,0,0,0,1,1,0,1,0,1,2,2,0,1,3,1
2796,1,0,1,0,1,1,0,1,0,1,0,2,1,1,3,1
3167,0,0,0,1,1,0,0,1,0,1,2,2,2,1,2,0
4809,0,0,0,1,1,0,0,0,0,1,2,1,2,3,2,0
480,1,0,0,1,0,0,1,0,0,1,2,1,2,3,1,0
4823,1,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0
4902,0,1,0,1,1,0,1,1,0,1,1,3,2,3,0,1
1523,1,0,1,1,1,1,0,1,0,1,0,3,2,1,2,0
4890,1,1,0,1,1,0,1,0,1,1,0,1,0,0,3,1
4726,0,1,1,1,1,0,0,1,0,1,0,0,0,2,0,1
4751,1,0,0,1,1,0,1,0,0,1,2,1,2,0,1,0
4775,0,0,0,1,1,0,0,0,0,1,2,3,2,1,2,0
799,0,0,0,1,1,1,0,1,0,1,2,3,0,0,3,0
1766,1,1,0,1,0,1,1,1,0,1,2,3,2,0,2,0
4743,1,0,0,1,1,1,1,1,0,1,0,0,2,0,1,0
2453,0,0,0,0,1,0,0,0,1,1,1,3,2,1,1,1
4460,0,0,0,1,1,0,1,0,1,1,2,2,0,0,0,1
4022,1,1,0,1,0,0,0,0,0,1,0,3,2,3,0,0
4154,0,0,0,1,1,1,0,0,1,1,2,1,2,0,2,1
4791,1,0,0,1,1,0,0,0,0,1,2,0,0,2,2,0
3879,1,1,1,0,1,1,0,0,0,0,2,1,2,2,0,0
1271,1,0,0,1,0,0,0,0,1,1,2,0,2,2,2,0
3246,1,1,1,1,1,1,0,1,0,1,2,2,2,2,1,1
4709,0,0,0,1,1,1,1,1,0,1,0,0,0,1,3,1
3263,1,0,0,1,1,1,1,0,1,1,0,2,2,3,1,0
4244,1,0,0,1,1,0,1,0,0,1,1,3,2,3,1,1
347,0,1,0,1,1,0,0,0,0,1,2,3,0,1,0,0
4092,0,0,0,1,1,1,0,0,1,1,2,1,0,1,3,0
4863,0,0,0,1,1,1,0,0,1,1,2,1,0,1,0,0
2562,0,0,1,0,1,0,0,1,0,1,2,2,0,2,0,1
4700,1,1,1,0,1,1,0,1,0,1,2,3,0,2,2,0
1423,0,0,0,1,1,1,1,1,0,1,0,0,0,2,3,1
656,0,0,0,1,0,1,1,0,1,1,3,1,0,1,3,0
2102,0,0,0,1,1,1,1,0,0,1,2,3,2,3,3,0
632,1,1,0,0,0,0,1,0,1,1,1,2,2,3,1,1
3048,1,0,1,0,0,1,0,1,0,1,0,2,2,3,3,0
2493,0,1,0,0,1,0,0,0,0,1,2,2,0,0,1,1
2665,1,0,0,0,1,1,0,0,1,1,2,2,2,3,0,0
4305,1,0,0,1,1,0,1,0,1,1,2,2,0,3,0,0
3862,1,0,0,1,0,0,1,0,0,1,2,1,0,1,0,1
3484,0,0,0,1,1,0,0,1,0,1,0,3,0,0,1,1
3265,1,0,0,1,0,1,1,1,0,1,0,3,0,0,1,0
3790,1,0,1,1,1,1,1,0,0,1,0,2,0,0,1,0
2500,0,0,0,1,0,1,0,1,0,1,0,2,1,0,3,1
1465,0,0,0,1,1,0,0,1,0,1,0,0,2,3,2,1
2984,0,0,0,1,1,0,0,1,0,1,2,3,0,0,2,1
115,1,0,0,1,1,0,1,0,0,1,2,1,2,0,2,0
1821,0,0,0,0,1,0,0,0,0,1,0,1,2,1,2,1
1494,0,0,0,0,1,0,0,0,0,1,2,1,2,1,1,1
2401,0,1,0,1,1,0,0,1,0,1,2,1,0,2,0,1
1232,0,0,0,1,1,1,0,1,0,1,0,3,2,0,2,0
2661,1,0,0,1,1,0,1,0,0,1,2,1,0,1,0,0
2817,1,0,0,1,0,0,1,0,0,1,1,2,2,3,3,0
3026,0,1,0,1,1,0,0,0,0,1,0,3,2,1,2,0
4683,1,0,0,1,1,1,0,1,0,1,2,2,1,0,3,0
1153,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1
4804,0,0,0,1,0,0,0,0,0,1,3,3,2,1,2,0
57,0,0,0,1,1,1,0,1,0,1,2,1,0,3,3,0
4461,1,0,0,1,0,0,0,0,0,1,1,2,0,3,0,0
4395,1,0,0,0,1,0,0,1,0,1,0,2,2,0,2,1
5064,0,0,0,1,0,0,0,0,0,1,2,0,2,3,2,0
1735,0,1,1,0,1,0,1,0,1,1,0,3,0,0,1,0
2823,1,0,0,0,1,0,0,0,0,1,2,0,1,0,3,0
2196,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1
4336,1,0,0,1,1,1,1,0,1,1,1,3,1,3,3,1
2475,1,0,0,1,1,0,1,1,0,1,0,2,1,0,3,1
2564,0,0,0,1,1,0,0,0,0,1,2,2,2,2,1,0
3716,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
4566,1,1,0,0,0,0,1,0,0,1,1,2,0,1,0,1
2608,0,1,0,0,1,0,0,1,0,1,3,0,0,0,2,1
3855,1,0,0,1,1,1,0,0,0,1,0,2,0,2,1,1
707,0,0,0,1,0,0,0,1,0,0,0,2,2,3,0,0
4387,0,0,0,1,1,0,0,0,0,1,2,1,0,1,3,0
1093,0,0,0,1,0,1,1,1,0,1,0,2,0,3,3,0
3753,0,0,0,1,0,0,0,0,0,1,2,3,2,2,2,1
1376,1,1,0,1,0,1,1,1,0,1,2,2,2,3,0,0
5032,0,0,0,0,1,0,0,1,0,1,0,3,1,2,1,1
72,1,0,0,1,0,0,1,0,0,1,2,1,2,0,2,0
1922,0,0,0,1,1,0,0,0,1,1,0,2,2,1,2,1
3347,0,0,0,1,1,1,1,0,1,1,2,2,0,1,3,0
1764,0,1,0,1,0,0,1,0,0,1,0,3,2,3,1,1
743,1,1,1,1,1,1,1,1,0,1,0,1,0,2,3,1
3032,0,0,0,0,0,1,0,0,0,1,0,1,1,1,3,0
1005,1,1,1,0,1,0,0,0,0,1,0,1,1,2,1,1
2668,1,0,0,1,1,0,0,0,0,1,2,2,2,3,0,0
1190,0,0,0,1,1,0,1,0,0,1,0,3,0,3,0,0
3364,0,0,0,0,1,1,1,1,0,1,2,3,0,0,3,1
2601,0,0,0,1,0,0,0,1,0,1,3,2,2,3,2,0
1125,0,1,1,0,1,0,0,0,0,1,0,1,1,2,3,1
1241,1,0,1,1,1,0,0,0,0,1,2,2,2,2,1,1
3001,1,0,0,0,1,1,0,1,0,1,3,2,2,2,2,1
4232,1,0,0,1,1,0,1,0,0,1,2,1,2,1,0,0
4568,0,1,1,0,1,0,0,0,0,1,2,3,2,2,1,1
998,0,0,0,1,1,0,1,0,1,1,0,0,2,1,2,0
3570,0,0,0,1,0,1,0,0,0,1,0,3,0,1,0,0
2684,0,0,0,1,1,1,0,1,0,1,2,0,1,0,3,1
1577,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,1
4907,0,0,0,1,1,0,0,1,0,1,1,2,2,3,1,1
1826,1,0,0,1,1,0,0,0,0,1,2,1,2,0,2,0
3469,0,0,0,1,1,0,0,1,0,1,2,3,2,0,2,1
5109,0,1,0,1,1,0,0,0,1,1,0,3,0,1,0,0
3724,1,1,0,1,1,0,0,1,0,1,2,1,2,2,2,0
440,0,1,0,1,1,0,0,0,1,1,0,2,2,1,2,0
5070,1,0,1,1,1,0,1,0,0,1,0,0,2,0,2,1
1100,1,0,0,1,1,0,1,1,0,0,2,3,2,0,0,0
2637,1,0,0,1,1,0,1,0,0,1,2,3,0,3,0,0
3225,0,0,0,1,1,0,0,0,0,1,2,3,2,0,0,0
649,0,0,0,1,1,0,0,0,0,1,0,2,2,3,0,1
1546,0,0,0,1,1,1,1,1,0,1,2,2,2,0,3,1
3728,1,0,0,1,1,0,0,0,0,1,2,2,2,0,2,1
3751,1,1,0,0,1,0,0,0,0,0,2,0,2,1,2,0
3337,1,0,0,1,1,1,1,1,0,1,2,2,1,0,3,0
3360,0,0,0,1,1,1,0,0,1,0,2,2,2,3,1,0
5063,1,0,0,1,0,0,1,0,0,1,0,3,2,3,1,1
630,1,0,0,1,1,1,1,0,0,1,2,3,2,1,0,0
672,1,0,0,0,1,0,1,0,0,1,2,2,0,3,3,0
1249,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0
482,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0
1584,1,0,0,1,1,0,0,0,0,1,2,1,0,2,0,0
3860,0,1,0,0,0,0,0,0,0,1,2,1,2,1,1,1
4739,0,0,0,1,1,1,1,1,0,1,0,3,2,0,0,1
3204,0,0,0,0,0,0,1,0,0,1,3,3,2,3,2,0
1462,0,0,0,0,0,1,1,0,0,1,2,3,0,1,1,1
4116,0,0,0,1,1,0,0,0,0,1,3,2,2,1,2,1
4456,0,0,0,0,1,0,0,0,0,1,3,2,2,3,2,1
5100,1,0,0,1,0,0,1,0,0,1,2,1,2,2,2,0
2578,1,0,0,0,1,1,0,0,0,0,2,2,2,3,2,0
4388,0,0,1,1,1,0,1,0,0,0,0,1,2,1,1,1
49,0,0,1,1,1,0,1,1,0,1,0,3,2,1,1,1
4396,1,0,0,0,1,0,0,0,0,1,2,2,2,2,0,0
3892,1,1,0,1,0,1,0,0,0,1,2,2,0,2,1,1
858,1,0,0,1,1,1,1,0,0,1,2,1,2,0,1,0
1072,1,0,0,0,1,1,0,0,0,1,3,2,1,1,3,1
719,0,0,0,0,1,1,0,0,0,1,2,1,1,2,1,1
3331,0,0,0,1,1,1,1,0,0,1,0,3,0,1,1,0
2631,0,0,0,1,1,0,1,0,0,1,0,2,0,2,3,1
4992,1,0,0,1,1,0,0,0,0,1,0,0,2,0,2,1
1660,1,1,0,0,1,0,0,1,0,1,0,2,2,3,2,1
1656,1,0,0,1,0,0,1,0,0,1,2,1,0,0,3,0
2425,0,0,0,0,1,1,0,1,0,1,0,0,1,1,3,1
3712,1,0,0,1,1,1,1,0,0,1,2,1,2,2,1,0
4333,0,0,1,1,1,0,0,0,0,1,2,1,2,2,2,0
5093,0,0,1,1,1,1,1,1,0,1,0,3,0,1,3,1
4557,0,0,1,1,1,0,0,0,0,1,2,3,2,1,2,0
4586,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1
3482,1,0,1,1,1,0,1,0,0,1,2,3,2,0,0,0
4868,0,1,1,1,1,1,0,1,0,1,2,1,1,2,3,1
2934,1,0,0,0,0,1,0,0,1,1,2,3,0,1,3,0
4228,1,0,0,1,1,0,1,0,0,1,2,1,2,3,2,0
4480,1,0,0,0,0,0,0,0,0,1,1,2,0,3,3,0
2606,0,1,0,1,0,1,1,1,0,1,0,3,0,1,3,1
1385,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0
4453,0,0,0,1,0,0,1,0,0,1,0,2,2,1,2,1
1399,0,1,1,0,1,0,0,1,0,1,2,0,2,0,2,1
1195,0,0,0,1,0,1,1,1,0,1,2,1,1,0,3,1
1408,1,1,0,1,1,0,1,0,0,1,3,2,2,1,2,1
4031,1,0,0,0,0,0,0,0,0,1,0,1,2,3,1,0
1798,1,0,0,1,0,1,0,1,0,1,2,1,0,0,1,1
1475,0,0,1,0,1,0,0,0,0,1,1,2,0,3,3,1
3392,0,0,0,1,1,1,0,0,1,1,2,1,1,2,3,1
35,1,1,0,1,1,0,0,0,0,1,2,0,2,3,0,0
3787,0,0,0,1,1,0,0,1,0,1,3,2,0,0,2,1
2345,1,0,1,0,1,0,0,0,0,1,2,0,0,2,1,0
3351,0,0,0,1,1,0,1,0,1,1,0,0,2,0,0,1
2359,1,0,0,1,0,0,1,1,0,1,0,3,2,0,0,0
3006,1,0,0,1,1,1,1,0,0,1,2,1,0,0,0,1
2206,1,0,0,1,0,1,1,0,0,1,0,1,2,0,1,1
3375,0,0,0,0,1,0,1,0,1,1,0,3,0,0,0,0
3972,0,0,0,1,1,1,0,1,0,1,2,0,0,3,1,0
1286,1,0,0,0,1,0,0,0,0,1,2,3,0,1,3,0
349,1,1,1,1,1,1,1,1,0,1,0,2,2,3,0,1
2137,0,0,0,0,1,0,1,0,0,1,1,0,0,3,1,1
2691,1,0,0,0,1,0,0,0,1,1,3,1,2,0,2,0
4597,1,0,0,1,1,1,1,1,0,1,0,2,0,2,1,1
4328,0,0,0,0,1,0,0,1,0,1,2,3,0,1,2,0
1681,0,0,0,0,0,1,1,0,0,1,0,3,2,3,0,0
4502,1,1,1,0,0,0,1,0,0,1,0,2,0,1,1,1
1443,1,0,0,0,1,1,0,1,0,1,2,1,2,2,2,1
4833,1,1,0,1,1,1,0,1,0,1,2,1,2,2,2,0
1671,0,0,0,1,0,0,0,0,0,1,2,0,2,0,1,0
3114,0,0,0,0,0,0,1,0,1,1,3,2,2,3,2,0
1179,1,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0
2798,1,0,0,1,1,1,1,1,0,1,0,1,2,0,1,0
1692,1,0,0,1,1,1,0,0,0,1,2,0,0,2,1,0
4085,0,0,0,1,0,1,1,1,0,1,0,0,2,1,1,1
372,0,1,1,1,1,0,0,1,0,1,0,3,2,0,0,1
3055,1,0,0,1,1,1,1,0,1,1,0,2,2,1,1,0
3806,1,0,0,1,1,0,0,0,0,1,3,3,2,3,2,0
1916,1,0,0,1,1,0,0,0,0,1,3,3,2,3,2,0
1357,1,1,0,1,0,1,1,1,0,1,2,1,2,1,1,0
1825,0,0,0,0,1,0,0,0,0,1,2,1,0,2,3,0
786,1,0,0,0,1,0,1,0,0,1,3,3,2,3,2,0
469,1,0,0,1,0,1,1,1,0,1,0,0,0,3,3,1
140,1,0,0,0,0,1,1,0,1,1,3,2,1,3,3,0
788,1,1,0,0,1,0,0,0,0,1,0,2,2,1,2,0
323,0,1,0,0,1,0,0,0,1,1,1,2,2,3,0,1
50,1,0,0,0,1,1,0,0,0,1,2,2,1,2,3,1
714,0,0,1,1,1,0,0,1,0,0,2,3,2,0,2,0
5021,0,0,0,1,1,1,1,0,0,1,0,3,2,1,1,1
2840,1,0,0,1,1,1,0,1,0,1,2,1,0,0,1,1
2446,1,0,0,1,1,1,1,1,0,1,1,3,0,3,3,1
4930,1,1,1,0,1,0,0,1,0,1,2,3,0,0,1,0
4527,1,0,0,1,1,0,0,0,1,1,0,0,2,0,2,0
4706,1,0,0,1,1,1,0,1,0,1,2,1,1,2,3,1
3179,1,1,0,1,0,0,0,0,0,1,2,1,2,3,1,0
2666,1,0,0,1,1,0,1,0,0,1,2,2,2,3,2,0
406,1,0,0,1,0,1,0,1,0,1,2,3,2,2,2,0
3539,0,0,0,1,1,1,1,1,0,1,0,1,2,0,3,1
1004,1,0,1,1,1,0,1,1,0,1,0,3,2,0,3,1
3169,0,0,0,1,1,0,0,0,0,1,0,3,2,0,2,1
890,1,0,1,0,1,1,0,1,0,1,0,2,1,1,3,1
2411,1,1,0,1,1,1,0,1,0,1,2,1,0,2,0,0
2545,0,0,0,1,0,1,1,1,0,1,0,3,0,3,3,0
3621,1,0,0,1,0,0,1,0,0,1,0,1,2,0,2,0
2390,0,0,0,1,1,1,1,1,0,1,0,3,2,3,1,1
4122,1,0,1,0,1,1,0,0,0,1,3,3,1,0,3,1
42,1,0,0,1,1,1,1,1,0,0,3,1,2,1,2,0
2830,0,1,0,1,1,1,0,0,0,1,2,0,0,1,1,1
3852,1,1,1,1,1,1,0,1,0,1,2,2,1,2,3,1
3022,1,0,1,1,1,0,0,0,0,1,2,3,0,2,1,0
303,1,0,0,0,1,0,0,1,0,1,1,2,2,3,0,0
4623,0,0,0,1,1,0,0,0,0,1,0,1,0,2,1,1
3949,0,1,0,1,1,1,0,1,0,1,2,0,0,0,2,1
664,0,1,1,1,1,0,0,1,0,1,2,1,0,2,1,1
1177,0,0,0,1,0,0,1,1,0,1,0,1,2,1,0,1
2676,0,0,1,1,1,1,0,1,0,1,2,2,2,2,1,1
1947,0,1,1,0,1,0,0,1,0,1,3,3,2,2,2,1
2501,0,0,0,1,1,1,1,1,0,1,1,1,2,3,0,1
1473,0,0,0,1,1,0,1,0,0,1,0,2,2,3,0,1
3670,0,1,0,1,1,0,0,1,0,1,0,0,2,3,0,1
3708,1,0,0,1,1,0,1,0,0,1,2,1,2,3,1,1
2132,1,0,0,1,0,1,1,1,0,1,2,1,2,0,1,0
1026,0,0,0,1,1,1,1,1,0,1,1,3,2,3,0,0
2989,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1
961,1,0,0,1,1,0,0,0,0,1,2,1,2,0,2,0
2889,1,1,0,1,1,0,0,0,0,1,3,1,2,2,2,1
3021,1,0,0,0,1,1,0,1,0,1,0,1,2,2,2,1
3015,1,0,0,1,1,1,1,0,1,1,2,1,0,2,3,1
4086,0,0,0,1,1,0,0,1,0,0,2,0,2,0,2,0
2009,1,1,0,0,0,0,1,0,0,1,0,2,0,0,1,1
2149,0,0,0,1,1,0,1,0,0,1,0,2,2,3,2,1
3501,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0
2338,1,0,0,1,1,1,0,1,0,1,2,3,0,2,1,0
735,0,1,0,0,1,0,0,0,0,1,0,3,0,3,1,0
304,1,0,0,1,1,0,0,0,0,1,2,1,2,3,1,0
1440,0,1,1,1,1,0,0,0,0,1,3,3,2,1,2,1
1496,1,1,0,1,0,1,0,0,0,1,2,1,2,1,0,0
2652,1,0,0,1,1,0,0,0,0,1,2,3,0,0,3,0
2875,0,1,0,1,1,1,1,0,0,1,2,2,2,3,2,0
916,0,0,0,1,1,0,0,0,0,1,0,1,1,0,3,0
4577,0,0,0,0,0,0,0,0,0,1,3,3,0,0,2,1
4884,0,0,0,1,1,1,0,0,0,1,0,3,2,1,0,1
2772,0,0,1,1,1,0,0,0,0,1,3,3,2,1,2,0
1624,0,0,1,1,1,1,0,1,0,1,0,2,1,2,3,0
4044,1,1,0,1,0,0,1,0,0,1,2,0,2,0,0,0
821,0,0,0,1,1,1,0,0,1,1,2,1,1,2,3,1
3477,1,1,0,1,1,0,0,1,0,1,2,1,0,2,3,1
1354,0,0,0,1,1,0,1,0,1,1,0,2,2,3,0,1
